hour_bin,cw1_comp_duty,cw1_pressure_mean,cw1_pressure_std,cw2_comp_duty,speed_mean,failure_type
2025-02-17 01:00:00+01:00,0.13261997405966278,0.8912739240396502,0.03925787137126326,0.0,0.0,No Failure
2025-02-17 02:00:00+01:00,0.12507254788160185,0.8960893645372352,0.040636313146734736,0.0,0.0,No Failure
2025-02-17 03:00:00+01:00,0.12267981438515081,0.8950427734658226,0.04033891141345134,0.0,0.0,No Failure
2025-02-17 04:00:00+01:00,0.16801470588235295,0.9056952981387868,0.040569174869527505,0.07757352941176471,0.009902031982646269,No Failure
2025-02-17 05:00:00+01:00,0.44009283434870905,0.878452054237607,0.04782185614048193,0.34551784160139254,0.275083023947773,No Failure
2025-02-17 06:00:00+01:00,0.40063823614737454,0.9078450768727788,0.039854884394627095,0.39483608935306064,0.3139912013492966,No Failure
2025-02-17 07:00:00+01:00,0.5271250362634174,0.8668206339128681,0.052149382851307546,0.4679431389614157,0.3294283748191787,No Failure
2025-02-17 08:00:00+01:00,0.39947780678851175,0.9136799634419422,0.030413704020009123,0.508558166521613,0.3314182839256665,No Failure
2025-02-17 09:00:00+01:00,0.4207777132907719,0.9143151954655306,0.03022460233579959,0.4941961694718514,0.34418481349668323,No Failure
2025-02-17 10:00:00+01:00,0.2752240531945649,0.9495357304992411,0.051075956718353355,0.5409077768141082,0.3120930383025514,No Failure
2025-02-17 11:00:00+01:00,0.30577313606034234,0.8839734782680139,0.04093312850762869,0.4818682912677691,0.2868319512243578,No Failure
2025-02-17 12:00:00+01:00,0.3301421525964607,0.9458770442085056,0.0473874782396262,0.5108790252393386,0.3054539404089706,No Failure
2025-02-17 13:00:00+01:00,0.43313025819553236,0.8889372460144238,0.050662805094682406,0.45314766463591527,0.3036902239262487,No Failure
2025-02-17 14:00:00+01:00,0.4308093994778068,0.8577945666068321,0.04638783380625345,0.40063823614737454,0.3387252883977533,No Failure
2025-02-17 15:00:00+01:00,0.44850594720046416,0.897549843075727,0.04085274648833653,0.45459820133449375,0.3014450554644366,No Failure
2025-02-17 16:00:00+01:00,0.46952988972722,0.878801590470609,0.04607206079792261,0.3493905977945444,0.3116769591390706,No Failure
2025-02-17 17:00:00+01:00,0.5029002320185615,0.9076675804474514,0.053113862022400024,0.47215777262180975,0.31673098108331454,No Failure
2025-02-17 18:00:00+01:00,0.37597911227154046,0.9276136858137511,0.052669393088022445,0.3289817232375979,0.305146075415549,No Failure
2025-02-17 19:00:00+01:00,0.1707000864304235,0.8491454128572007,0.04227343164919666,0.72990492653414,0.2950557512565224,No Failure
2025-02-18 14:00:00+01:00,0.18037135278514588,0.9422755287770778,0.08632783291349594,0.34040671971706454,0.0,Brake System Failure
2025-02-18 15:00:00+01:00,0.0,0.9215738527127045,0.05792535778522545,0.09331436699857752,0.0,Brake System Failure
2025-02-18 16:00:00+01:00,0.0,0.8864138172483824,0.05881333097357645,0.09385665529010238,0.0,Brake System Failure
2025-02-18 17:00:00+01:00,0.11294452347083926,0.9180481912062144,0.03968673108992254,0.0,0.008554702802199558,Brake System Failure
2025-02-18 18:00:00+01:00,0.22077028885832187,0.9096759024807642,0.044991889816614734,0.0,0.01136275728270309,Brake System Failure
2025-02-18 19:00:00+01:00,0.46895826025955806,0.8770397002970449,0.06114994110581662,0.43177832339529987,0.056491715997530674,Brake System Failure
2025-02-18 22:00:00+01:00,0.15726495726495726,0.9403918144030449,0.06539056295691358,0.7316239316239316,0.009804799006535457,Compressor Module Failure
2025-02-19 02:00:00+01:00,0.9948805460750854,0.687915997293622,0.1644665022371703,1.0,0.0,Compressor Module Failure
2025-02-20 07:00:00+01:00,0.28718703976435933,0.8700466539910101,0.20714673664926048,0.39224349533627884,0.0,No Failure
2025-02-20 08:00:00+01:00,0.054748062015503876,0.9373449281204579,0.03952181330784989,0.0,0.0,No Failure
2025-02-20 10:00:00+01:00,0.7954545454545454,0.77197265625,0.005162853719417397,0.7954545454545454,0.0,No Failure
2025-02-20 11:00:00+01:00,0.10758100031456433,0.9498573440018973,0.050809088652144195,0.16231519345706197,0.0,No Failure
2025-02-20 12:00:00+01:00,0.13996138996138996,0.929149730785473,0.04965823709425396,0.5424710424710425,0.01953368941789428,No Failure
2025-02-20 13:00:00+01:00,0.029003783102143757,0.9418319952292521,0.0627899295033694,0.0,0.0,No Failure
2025-02-20 14:00:00+01:00,0.7303754266211604,0.9611550809580311,0.08000412345465044,0.1945392491467577,0.0,No Failure
2025-02-20 15:00:00+01:00,0.10822998872604284,0.9752323877448562,0.04892284367797701,0.4137542277339346,0.0,No Failure
2025-02-20 16:00:00+01:00,0.017810973858086755,0.9307017426352431,0.05262300190778039,0.10571674806090205,0.003831995454748209,No Failure
2025-02-20 17:00:00+01:00,0.08674928503336511,0.8991772530758461,0.054815026554573335,0.0,0.0,No Failure
2025-02-20 18:00:00+01:00,0.116382036685642,0.8895290116582167,0.0558803584807811,0.0,0.0,No Failure
2025-02-20 19:00:00+01:00,0.0617361328737073,0.9254651334135557,0.055805523714342296,0.0,0.0,No Failure
2025-02-20 20:00:00+01:00,0.08105590062111802,0.9048440684442934,0.050079881173743464,0.0,0.0,No Failure
2025-02-20 21:00:00+01:00,0.06642259414225941,0.917795891542315,0.057829550361652486,0.09780334728033473,0.0,No Failure
2025-02-21 06:00:00+01:00,0.30905752753977966,0.8664064068835106,0.17634405717024942,0.22735618115055078,1.1451095525024862e-05,No Failure
2025-02-21 07:00:00+01:00,0.5696129404968227,0.9005914133866353,0.05415665178645791,0.1172732524552282,0.2137833286199454,No Failure
2025-02-21 08:00:00+01:00,0.37254901960784315,0.889833523825748,0.05830374257423674,0.508789722785666,0.3300799414303917,No Failure
2025-02-21 09:00:00+01:00,0.0,0.8615642901888162,0.033351944079861556,0.8207343412526998,0.30132241176992464,No Failure
2025-02-21 11:00:00+01:00,0.33487179487179486,0.941355230869391,0.05385669570133523,0.11641025641025642,0.010353645911583534,No Failure
2025-02-21 12:00:00+01:00,0.07681365576102418,0.9035476272170608,0.05422311423866376,0.0,0.0,No Failure
2025-02-21 13:00:00+01:00,0.0748221906116643,0.9047040307165718,0.057962011347018526,0.0,0.0,No Failure
2025-02-21 14:00:00+01:00,0.13228120516499284,0.9288700317207675,0.05160751148635089,0.13773314203730272,0.052693704963585566,No Failure
2025-02-21 15:00:00+01:00,0.45799536500579374,0.9141003905967102,0.041025622190846565,0.06575898030127462,0.1902068393393436,No Failure
2025-02-21 16:00:00+01:00,0.4004861744150714,0.881651403982927,0.0615782433320967,0.4378608325736858,0.3105725694376442,No Failure
2025-02-21 17:00:00+01:00,0.37988997555012227,0.9240785332938569,0.03963549525914981,0.4990831295843521,0.35101887940777543,No Failure
2025-02-21 18:00:00+01:00,0.36285032796660704,0.8792128270057674,0.06152625685776507,0.4496124031007752,0.3248951814682198,No Failure
2025-02-21 19:00:00+01:00,0.3501129396579542,0.8871993304606829,0.05799431830430181,0.3639883833494676,0.3151998399880364,No Failure
2025-02-21 20:00:00+01:00,1.0,0.91051047814563,0.028428241445053765,0.0,0.3541101900225529,No Failure
2025-02-21 22:00:00+01:00,0.15641334941696824,0.9508727119301619,0.05441505160317551,0.1334941696823482,0.0,No Failure
2025-02-21 23:00:00+01:00,0.07679180887372014,0.9032704567068401,0.053411843932355436,0.0,0.0,No Failure
2025-02-22 00:00:00+01:00,0.0,0.8656530847082605,0.002405516417455357,0.0,0.0,No Failure
2025-02-22 01:00:00+01:00,0.07679180887372014,0.8989764182098354,0.05551984224495509,0.0,0.0,No Failure
2025-02-22 02:00:00+01:00,0.08821855435401252,0.896666090937589,0.05964925630638541,0.0,0.0,No Failure
2025-02-22 03:00:00+01:00,0.14765291607396872,0.913121013180121,0.05793098191671602,0.0,0.0,No Failure
2025-02-22 04:00:00+01:00,0.08018197327267558,0.8959728216019957,0.051180353922357355,0.0,0.003139820158532441,No Failure
2025-02-22 05:00:00+01:00,0.3168664133294358,0.9084949376324539,0.04096741969383181,0.6328558900906168,0.3277138372988284,No Failure
2025-02-22 06:00:00+01:00,0.33469004383218537,0.9140251221773247,0.06918788299892703,0.45867251095804634,0.28908256000478194,No Failure
2025-02-22 07:00:00+01:00,0.3642684401451028,0.8911091667276773,0.06145826329840202,0.3612454655380895,0.3020631791314306,No Failure
2025-02-22 08:00:00+01:00,0.3756923076923077,0.8809750600961539,0.06023297337302877,0.3323076923076923,0.333057746887207,No Failure
2025-02-22 09:00:00+01:00,0.3668763102725367,0.9458335197839454,0.04957962035403816,0.5208146151542378,0.3149289562160221,No Failure
2025-02-22 10:00:00+01:00,0.44067278287461775,0.8759256065438646,0.04830138636199522,0.39418960244648316,0.34541040823000285,No Failure
2025-02-22 11:00:00+01:00,0.4656068480586976,0.8843355986438589,0.05383972980338065,0.3106083766432284,0.32091400813560755,No Failure
2025-02-22 12:00:00+01:00,0.5152755905511811,0.9382160433070866,0.049024518269765165,0.39496062992125985,0.32820047693928395,No Failure
2025-02-22 13:00:00+01:00,0.421172453044963,0.9081090537403955,0.06374335660519893,0.31274900398406374,0.3005301633475515,No Failure
2025-02-22 14:00:00+01:00,0.4756756756756757,0.8984772466494043,0.06145529373204492,0.3530583214793741,0.3188554891312275,No Failure
2025-02-22 15:00:00+01:00,0.46827880512091036,0.8847844998833125,0.05152675784767579,0.3368421052631579,0.31625922679222834,No Failure
2025-02-22 16:00:00+01:00,0.45288926843154,0.8723847139197267,0.05624971361126491,0.4295473953885568,0.3182936895616435,No Failure
2025-02-22 17:00:00+01:00,0.38463726884779514,0.8703528370321391,0.05311486505361411,0.4241820768136558,0.3401941378119999,No Failure
2025-02-22 18:00:00+01:00,0.36966420034149117,0.8884207172426366,0.05927056080399706,0.43141718838929993,0.306120410044219,No Failure
2025-02-22 19:00:00+01:00,0.34167852062588905,0.8881946373799786,0.054580061759234196,0.43072546230440967,0.31642018476895895,No Failure
2025-02-22 20:00:00+01:00,0.40273037542662116,0.9108985492936309,0.05832441632165969,0.4311717861205916,0.3171483323028877,No Failure
2025-02-22 21:00:00+01:00,0.37108708025042686,0.8998041733734704,0.059714383738530316,0.4940239043824701,0.3389945244612718,No Failure
2025-02-22 22:00:00+01:00,0.29985775248933144,0.9021539072223951,0.04464798787875201,0.5052631578947369,0.33419093841509323,No Failure
2025-02-22 23:00:00+01:00,0.5064011379800853,0.9022678337259957,0.05959469461897243,0.37069701280227596,0.33356520868466893,No Failure
2025-02-23 00:00:00+01:00,0.0,0.8352144521251067,0.008435009060614113,1.0,0.42160634701569333,No Failure
2025-02-23 04:00:00+01:00,0.3258555133079848,0.9073921000549549,0.08524841847605048,0.23193916349809887,0.09804729998338359,No Failure
2025-02-23 05:00:00+01:00,0.27880512091038406,0.8911378689544808,0.051162731039517836,0.4702702702702703,0.29083962799983887,No Failure
2025-02-23 06:00:00+01:00,0.3928876244665718,0.9341033718494399,0.06523643681434275,0.3832147937411095,0.33840656416175374,No Failure
2025-02-23 07:00:00+01:00,0.3381683731513083,0.9222609484155023,0.0406892272447598,0.5065415244596132,0.3456008230866833,No Failure
2025-02-23 08:00:00+01:00,0.4163346613545817,0.8974644460661817,0.05170032628764461,0.40922026180990323,0.3336055915194204,No Failure
2025-02-23 09:00:00+01:00,0.37649402390438247,0.9065410894091046,0.05624672777203174,0.4225953329538987,0.333600861142831,No Failure
2025-02-23 10:00:00+01:00,0.3225255972696246,0.8937758444654792,0.057298829189963645,0.43686006825938567,0.3163204420955515,No Failure
2025-02-23 11:00:00+01:00,0.4184921763869132,0.8950774234863976,0.060032619537067816,0.3476529160739687,0.32395648549325434,No Failure
2025-02-23 12:00:00+01:00,0.4321479374110953,0.8993597472884068,0.054306543905272106,0.3379800853485064,0.3100499035114923,No Failure
2025-02-23 13:00:00+01:00,0.4416619237336369,0.9020676501582954,0.06983424409567962,0.36795674445076837,0.32683785557407646,No Failure
2025-02-23 14:00:00+01:00,0.43938531587933977,0.885107137021112,0.05832942992700123,0.3286852589641434,0.3111924158963685,No Failure
2025-02-23 15:00:00+01:00,0.4416951080773606,0.8859423397615366,0.05255529416766312,0.3390216154721274,0.31125119928613865,No Failure
2025-02-23 16:00:00+01:00,0.4648648648648649,0.9132528248077436,0.05399940961167728,0.40483641536273113,0.3183642803859575,No Failure
2025-02-23 17:00:00+01:00,0.40056899004267427,0.8776415459970661,0.0545122195275329,0.38776671408250357,0.33703645567805807,No Failure
2025-02-23 18:00:00+01:00,0.35580204778157,0.8835082591190273,0.061368506188895645,0.4112627986348123,0.3153907154200427,No Failure
2025-02-23 19:00:00+01:00,0.37649402390438247,0.8895763555710194,0.05057330822821253,0.4180421172453045,0.3180144412584039,No Failure
2025-02-23 20:00:00+01:00,0.43698435277382647,0.8831052777438211,0.059434748623874614,0.397724039829303,0.3096944041136827,No Failure
2025-02-23 21:00:00+01:00,0.43783783783783786,0.9260328919585704,0.06871584327995216,0.40056899004267427,0.3327528653748514,No Failure
2025-02-23 22:00:00+01:00,0.40922026180990323,0.9243938031356717,0.07635533143886153,0.40694365395560617,0.3339680230407194,No Failure
2025-02-23 23:00:00+01:00,0.21473265073947667,0.8820289898244187,0.08027726095214478,0.47952218430034127,0.3330666945656005,No Failure
2025-02-24 00:00:00+01:00,0.0,0.8992654750409644,0.006216247297479892,0.0,0.0,No Failure
2025-02-24 01:00:00+01:00,0.0,0.8797680356967374,0.005657184751750164,0.0,0.0,No Failure
2025-02-24 04:00:00+01:00,0.30196936542669583,0.9218179982391959,0.11172006343315574,0.26652078774617066,0.049844491403525454,No Failure
2025-02-24 05:00:00+01:00,0.4442231075697211,0.9224466010122456,0.06126363181230544,0.394137734775185,0.31501365644251955,No Failure
2025-02-24 06:00:00+01:00,0.3615931721194879,0.8892184652271515,0.05762151387235107,0.4002844950213371,0.34203119942677307,No Failure
2025-02-24 07:00:00+01:00,0.40369843527738264,0.898079137680032,0.08799741159916445,0.3991465149359886,0.34203733658553187,No Failure
2025-02-24 08:00:00+01:00,0.45076835515082525,0.9133399785345226,0.07522081829004473,0.3881616391576551,0.32742032695372947,No Failure
2025-02-24 09:00:00+01:00,0.40273037542662116,0.9196316108226233,0.07300196567140438,0.3848122866894198,0.31925864593974557,No Failure
2025-02-24 10:00:00+01:00,0.4147937411095306,0.9080231103585081,0.06682263841291872,0.30867709815078237,0.305669103543755,No Failure
2025-02-24 11:00:00+01:00,0.44365395560614684,0.9020436460074879,0.06489028095835132,0.3118952760387023,0.305047746266434,No Failure
2025-02-24 12:00:00+01:00,0.45591581342434584,0.8958515952742818,0.06359814738997265,0.3967576791808874,0.30258811781430817,No Failure
2025-02-24 13:00:00+01:00,0.3643344709897611,0.8856808225178203,0.05458183373666177,0.41723549488054607,0.3281625464507744,No Failure
2025-02-24 14:00:00+01:00,0.3487908961593172,0.908338478924031,0.06782996277402979,0.43157894736842106,0.3145215480799017,No Failure
2025-02-24 15:00:00+01:00,0.39971550497866287,0.9156227079258534,0.07554889085750609,0.41906116642958746,0.3121901358852685,No Failure
2025-02-24 16:00:00+01:00,0.4085348506401138,0.8918274012602241,0.057496733029026185,0.40455192034139403,0.31718267383819626,No Failure
2025-02-24 17:00:00+01:00,0.22884344146685473,0.8764621535544671,0.07017137931745378,0.6276445698166432,0.28988701668377487,No Failure
2025-02-24 18:00:00+01:00,0.2288021534320323,0.9433022007486541,0.0703723483687486,0.2503364737550471,0.1920279712086571,Compressor Module Failure
2025-02-24 19:00:00+01:00,0.5665529010238908,0.8401929835817513,0.09640372904540441,0.0,0.0,Compressor Module Failure
2025-02-24 22:00:00+01:00,0.16631504922644164,0.8931252953037095,0.15994093198663262,0.27637130801687765,0.006304431062207443,Compressor Module Failure
2025-02-24 23:00:00+01:00,0.3721633888048411,0.9143874360285079,0.057362478610620125,0.0,0.0,No Failure
